Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,02/01/2018,CFBOUT33550535,REDACTED UNDER DP ACT,1040.3,REDACTED UNDER DP ACT,280456,,Children's Services,Special Gaurdianship Service,5713,INDV
18,Devon County Council,02/01/2018,CFBOUT33550747,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,332476,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CAPEYS33410139,EYP000000139663,1021,REDACTED UNDER DP ACT,230530,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS33410411,EYP000000139958,1438,REDACTED UNDER DP ACT,214036,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550756,REDACTED UNDER DP ACT,533.78,REDACTED UNDER DP ACT,334074,,Children's Services,Residence & Child Arrangement Order,5716,INDV
18,Devon County Council,02/01/2018,CFBOUT33550569,REDACTED UNDER DP ACT,632.62,REDACTED UNDER DP ACT,293923,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
18,Devon County Council,02/01/2018,CFBOUT33550448,REDACTED UNDER DP ACT,803.04,REDACTED UNDER DP ACT,207382,,Children's Services,Adoption Allowances (3rd),5711,INDV
18,Devon County Council,02/01/2018,CFBOUT33550552,REDACTED UNDER DP ACT,592.46,REDACTED UNDER DP ACT,287315,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CAPEYS33410328,EYP000000139870,1145,REDACTED UNDER DP ACT,229026,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS33410350,EYP000000139893,5276,REDACTED UNDER DP ACT,242882,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550799,REDACTED UNDER DP ACT,673.06,REDACTED UNDER DP ACT,341777,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
18,Devon County Council,02/01/2018,CFBOUT33550709,REDACTED UNDER DP ACT,751.78,REDACTED UNDER DP ACT,327049,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CAPEYS33410147,EYP000000139671,1524,REDACTED UNDER DP ACT,192760,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550776,REDACTED UNDER DP ACT,877.27,REDACTED UNDER DP ACT,336962,,Children's Services,Incidental costs Fostered Children (3rd),5715,INDV
18,Devon County Council,02/01/2018,CAPEYS33410289,EYP000000139830,1731,REDACTED UNDER DP ACT,290400,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS33410291,EYP000000139832,2161,REDACTED UNDER DP ACT,325569,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550722,REDACTED UNDER DP ACT,797.44,REDACTED UNDER DP ACT,329400,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CAPEYS33410153,EYP000000139677,1617,REDACTED UNDER DP ACT,316934,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS17800851,AUT17 AP126,-603,REDACTED UNDER DP ACT,316934,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550779,REDACTED UNDER DP ACT,563.7,REDACTED UNDER DP ACT,337493,,Children's Services,Special Gaurdianship Service,5713,INDV
18,Devon County Council,02/01/2018,CAPEYS33410271,EYP000000139811,2792,REDACTED UNDER DP ACT,308066,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550436,REDACTED UNDER DP ACT,893.01,REDACTED UNDER DP ACT,194330,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550778,REDACTED UNDER DP ACT,880.04,REDACTED UNDER DP ACT,337366,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CAPEYS33410334,EYP000000139876,1981,REDACTED UNDER DP ACT,276820,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550600,REDACTED UNDER DP ACT,1375.96,REDACTED UNDER DP ACT,304449,,Children's Services,Incidental costs Fostered Children (3rd),5715,INDV
18,Devon County Council,02/01/2018,CAPEYS33410157,EYP000000139681,3478,REDACTED UNDER DP ACT,294570,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550641,REDACTED UNDER DP ACT,877.22,REDACTED UNDER DP ACT,313860,,Children's Services,Incidental costs Fostered Children (3rd),5715,INDV
18,Devon County Council,02/01/2018,CFBOUT33550478,REDACTED UNDER DP ACT,509.59,REDACTED UNDER DP ACT,240045,,Children's Services,Incidental costs Fostered Children (3rd),5715,INDV
18,Devon County Council,02/01/2018,CAPEYS33410447,EYP000000139994,2090,REDACTED UNDER DP ACT,293697,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550605,REDACTED UNDER DP ACT,552.85,REDACTED UNDER DP ACT,306379,,Children's Services,Incidental costs Fostered Children (3rd),5715,INDV
18,Devon County Council,02/01/2018,CAPEYS33410301,EYP000000139842,810,REDACTED UNDER DP ACT,327139,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS33410161,EYP000000139685,882,REDACTED UNDER DP ACT,344915,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS33410162,EYP000000139686,1448,REDACTED UNDER DP ACT,321178,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS33410164,EYP000000139688,1168,REDACTED UNDER DP ACT,206440,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550587,REDACTED UNDER DP ACT,521.46,REDACTED UNDER DP ACT,300613,,Children's Services,Adoption Allowances (3rd),5711,INDV
18,Devon County Council,02/01/2018,CAPEYS33410448,EYP000000139995,3033,REDACTED UNDER DP ACT,204697,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550632,REDACTED UNDER DP ACT,777.34,REDACTED UNDER DP ACT,311512,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550677,REDACTED UNDER DP ACT,1123.98,REDACTED UNDER DP ACT,321399,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
18,Devon County Council,02/01/2018,CAPEYS33410165,EYP000000139689,1714,REDACTED UNDER DP ACT,304087,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550736,REDACTED UNDER DP ACT,1744.59,REDACTED UNDER DP ACT,331049,,Children's Services,Family Care Worker (3rd),5718,INDV
18,Devon County Council,02/01/2018,CFBOUT33550635,REDACTED UNDER DP ACT,713.5,REDACTED UNDER DP ACT,312586,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550752,REDACTED UNDER DP ACT,797.6,REDACTED UNDER DP ACT,333268,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CAPEYS33410470,EYP000000140019,884,REDACTED UNDER DP ACT,268543,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS33410093,EYP000000139607,2520,REDACTED UNDER DP ACT,345661,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS33410252,EYP000000139789,1981,REDACTED UNDER DP ACT,206207,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550775,REDACTED UNDER DP ACT,701.64,REDACTED UNDER DP ACT,336930,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550768,REDACTED UNDER DP ACT,1188.37,REDACTED UNDER DP ACT,336235,,Children's Services,Carer Prog Level 1 (3rd),5719,INDV
18,Devon County Council,02/01/2018,CFBOUT33550739,REDACTED UNDER DP ACT,673.06,REDACTED UNDER DP ACT,331182,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550545,REDACTED UNDER DP ACT,526.24,REDACTED UNDER DP ACT,284473,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550653,REDACTED UNDER DP ACT,676.55,REDACTED UNDER DP ACT,316668,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
18,Devon County Council,02/01/2018,CFBOUT33550794,REDACTED UNDER DP ACT,1045.91,REDACTED UNDER DP ACT,339752,,Children's Services,In-House Respite Fostering,5725,INDV
18,Devon County Council,02/01/2018,CFBOUT33550744,REDACTED UNDER DP ACT,713.06,REDACTED UNDER DP ACT,332176,,Children's Services,Special Gaurdianship Service,5713,INDV
18,Devon County Council,02/01/2018,SCPCHILD33912134,A2614627,850,REDACTED UNDER DP ACT,349508,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550805,REDACTED UNDER DP ACT,532.44,REDACTED UNDER DP ACT,343453,,Children's Services,Incidental costs Fostered Children (3rd),5715,INDV
18,Devon County Council,02/01/2018,CFBOUT33550594,REDACTED UNDER DP ACT,1436.16,REDACTED UNDER DP ACT,303191,,Children's Services,Cl-Supported Accom-Rel Child (3rd),5771,INDV
18,Devon County Council,02/01/2018,CAPEYS33410104,EYP000000139618,1559,REDACTED UNDER DP ACT,306339,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550672,REDACTED UNDER DP ACT,534.84,REDACTED UNDER DP ACT,320189,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550687,REDACTED UNDER DP ACT,825.22,REDACTED UNDER DP ACT,322328,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
18,Devon County Council,02/01/2018,CFBOUT33550772,REDACTED UNDER DP ACT,877.11,REDACTED UNDER DP ACT,336333,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550725,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,329846,,Children's Services,Weekly Allowances,5712,INDV
18,Devon County Council,02/01/2018,CFBOUT33550782,REDACTED UNDER DP ACT,892.26,REDACTED UNDER DP ACT,337963,,Children's Services,Carer Prog Level 1 (3rd),5719,INDV
18,Devon County Council,02/01/2018,CFBOUT33550674,REDACTED UNDER DP ACT,536.26,REDACTED UNDER DP ACT,320811,,Children's Services,Family Care Worker (3rd),5718,INDV
18,Devon County Council,02/01/2018,CFBOUT33550698,REDACTED UNDER DP ACT,515.33,REDACTED UNDER DP ACT,324725,,Children's Services,Special Gaurdianship Service,5713,INDV
18,Devon County Council,02/01/2018,CAPEYS33410423,EYP000000139970,1749,REDACTED UNDER DP ACT,320971,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CAPEYS33410331,EYP000000139873,17271,REDACTED UNDER DP ACT,159962,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550745,REDACTED UNDER DP ACT,631.63,REDACTED UNDER DP ACT,332435,,Children's Services,Incidental costs Fostered Children (3rd),5715,INDV
18,Devon County Council,02/01/2018,CFBOUT33550798,REDACTED UNDER DP ACT,517.12,REDACTED UNDER DP ACT,340743,,Children's Services,Adoption Allowances (3rd),5711,INDV
18,Devon County Council,02/01/2018,CFCLEAV33571464,REDACTED UNDER DP ACT,726.66,REDACTED UNDER DP ACT,303456,,Children's Services,Contributions to Educational Estabs (3rd,5602,INDV
18,Devon County Council,02/01/2018,CAPEYS33410110,EYP000000139624,3411,REDACTED UNDER DP ACT,276817,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,INDV
18,Devon County Council,02/01/2018,CFBOUT33550417,REDACTED UNDER DP ACT,1037.99,REDACTED UNDER DP ACT,178822,,Children's Services,Carer Prog Level 2 (3rd),5720,INDV
18,Devon County Council,02/01/2018,CFADRES33519205,REDACTED UNDER DP ACT,2896,3-DIMENSIONS CARE LTD,255016,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFCLEAV33571536,REDACTED UNDER DP ACT,852.7,ABOVE BEYOND CARE LTD,346806,,Children's Services,Care Leaver - Weekly Allowance,6006,LTD
18,Devon County Council,02/01/2018,CFADDOM33471480,REDACTED UNDER DP ACT,536.5,ABSOLUTE CARE SOUTH WEST LTD,281151,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CAPEYS33410215,EYP000000139746,19263,ACE - REDHILLS,341415,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,LTD
18,Devon County Council,02/01/2018,CFADRES33519347,REDACTED UNDER DP ACT,1250,ALPINE VILLA,341820,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CAPEYS33410174,EYP000000139698,11327,ANGELS DAYCARE LTD,290540,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,LTD
18,Devon County Council,02/01/2018,CAPEYS33410175,EYP000000139699,8971,APPLE BLOSSOM DAY NURSERY LTD,76713,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,LTD
18,Devon County Council,02/01/2018,P2P40060469,34885,4134.75,APPROPRIATE ADULT SERVICE LTD,348287,243580216,Children's Services,Other Fees & Charges (Expenditure),4311,LTD
18,Devon County Council,02/01/2018,P2P40060470,34886,1951.75,APPROPRIATE ADULT SERVICE LTD,348287,243580216,Children's Services,Other Fees & Charges (Expenditure),4311,LTD
18,Devon County Council,02/01/2018,CAPEYS33410508,EYP000000140062,25568,ARK IN THE PARK LTD,105985,,Children's Services,Grants & Cont to Vol comm & soc ent,5501,LTD
18,Devon County Council,02/01/2018,CFADRES33519129,REDACTED UNDER DP ACT,4578.4,ASPEN COURT NURSING HOME,189649,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADRES33519359,REDACTED UNDER DP ACT,1148,AVANTE CARE SERVICES LTD,344588,227348306,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADRES33519084,REDACTED UNDER DP ACT,24722.26,AVENS CARE HOMES LTD(CFADRES),159705,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDAY33441563,REDACTED UNDER DP ACT,3627.44,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441553,REDACTED UNDER DP ACT,2134.44,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441552,REDACTED UNDER DP ACT,1275.12,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441539,REDACTED UNDER DP ACT,635.52,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441570,REDACTED UNDER DP ACT,3151.92,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441569,REDACTED UNDER DP ACT,1932,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441575,REDACTED UNDER DP ACT,2338.64,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441565,REDACTED UNDER DP ACT,1523.12,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441568,REDACTED UNDER DP ACT,2231.68,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441566,REDACTED UNDER DP ACT,2107.48,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441567,REDACTED UNDER DP ACT,2284.8,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441573,REDACTED UNDER DP ACT,7843.92,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441564,REDACTED UNDER DP ACT,3104.96,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441547,REDACTED UNDER DP ACT,1651.48,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441546,REDACTED UNDER DP ACT,707.28,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441544,REDACTED UNDER DP ACT,2100,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441542,REDACTED UNDER DP ACT,1346.56,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441541,REDACTED UNDER DP ACT,1443.2,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441540,REDACTED UNDER DP ACT,1060,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441538,REDACTED UNDER DP ACT,2699.44,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441571,REDACTED UNDER DP ACT,2213.52,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441550,REDACTED UNDER DP ACT,1775.56,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441572,REDACTED UNDER DP ACT,2025.84,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441562,REDACTED UNDER DP ACT,576.72,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDAY33441554,REDACTED UNDER DP ACT,1979.92,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441588,REDACTED UNDER DP ACT,4403.12,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441585,REDACTED UNDER DP ACT,1028.16,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441584,REDACTED UNDER DP ACT,3068,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441582,REDACTED UNDER DP ACT,1077.76,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441581,REDACTED UNDER DP ACT,1886.08,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDOM33471451,REDACTED UNDER DP ACT,1658.16,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471449,REDACTED UNDER DP ACT,1343.04,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDAY33441574,REDACTED UNDER DP ACT,1650.48,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDOM33471453,REDACTED UNDER DP ACT,1343.04,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471454,REDACTED UNDER DP ACT,1107.28,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471456,REDACTED UNDER DP ACT,989.4,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471457,REDACTED UNDER DP ACT,1063.52,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471458,REDACTED UNDER DP ACT,1751.68,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471460,REDACTED UNDER DP ACT,3423.2,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471445,REDACTED UNDER DP ACT,1410.4,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471448,REDACTED UNDER DP ACT,1343.04,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDAY33441549,REDACTED UNDER DP ACT,2150.96,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441578,REDACTED UNDER DP ACT,1315.04,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441560,REDACTED UNDER DP ACT,2683,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441536,REDACTED UNDER DP ACT,3519.68,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441559,REDACTED UNDER DP ACT,2213.52,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441558,REDACTED UNDER DP ACT,3736.2,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441557,REDACTED UNDER DP ACT,4178.36,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDOM33471459,REDACTED UNDER DP ACT,1751.68,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471429,REDACTED UNDER DP ACT,1477.76,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471446,REDACTED UNDER DP ACT,938.88,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDOM33471435,REDACTED UNDER DP ACT,1023.08,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDAY33441586,REDACTED UNDER DP ACT,587.52,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441537,REDACTED UNDER DP ACT,767,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADRES33519031,REDACTED UNDER DP ACT,1282,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Care Respite - Private (3rd),5703,LTD
18,Devon County Council,02/01/2018,CFADDAY33441556,REDACTED UNDER DP ACT,5151.32,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY17802519,REDACTED UNDER DP ACT,-3128,BARKWELL B J(LYNDRIDGE CARE),120571,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADRES33519016,REDACTED UNDER DP ACT,19608.08,BARTON PLACE LTD,114895,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADRES33519041,REDACTED UNDER DP ACT,1046,BELMONT HOUSE R H,132715,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADRES33519237,REDACTED UNDER DP ACT,7739.42,CAMBIAN SIGNPOST LTD,294584,,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,02/01/2018,CFADDAY33441705,REDACTED UNDER DP ACT,1288,CARASTON HALL SUPPORT LTD,294519,806783312,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441689,REDACTED UNDER DP ACT,1159.2,CARASTON HALL SUPPORT LTD,294519,806783312,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441710,REDACTED UNDER DP ACT,1044.48,CARASTON HALL SUPPORT LTD,294519,806783312,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,02/01/2018,CFADDAY33441683,REDACTED UNDER DP ACT,1175.04,CARASTON HALL SUPPORT LTD,294519,806783312,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
